epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,30,34,1.13333333333,0.123585954206
2,30,36,1.2,0.161173322648
3,30,0,0.0,0.156240584431
4,30,36,1.2,0.171018661298
5,30,34,1.13333333333,0.314193329113
6,30,30,1.0,0.26317666518
7,30,262,8.73333333333,0.222302131858
8,30,294,9.8,0.286713562477
9,30,270,9.0,0.328502828912
10,30,503,16.7666666667,0.378444424467
11,30,576,19.2,0.323215505141
12,30,502,16.7333333333,0.329171413826
13,30,572,19.0666666667,0.369850639519
14,30,378,12.6,0.317583603677
15,30,584,19.4666666667,0.336758138528
16,30,484,16.1333333333,0.387257819138
17,30,417,13.9,0.383561297599
18,30,657,21.9,0.369938073116
19,30,924,30.8,0.351648754478
20,30,633,21.1,0.396155192414
21,30,436,14.5333333333,0.382038569613
22,30,829,27.6333333333,0.343225560808
23,30,738,24.6,0.326702626473
24,30,970,32.3333333333,0.351026636912
25,30,655,21.8333333333,0.352731004534
26,30,610,20.3333333333,0.370958934654
27,30,1081,36.0333333333,0.399870900698
28,30,432,14.4,0.368690952687
29,30,1275,42.5,0.359129252639
30,30,979,32.6333333333,0.38416092054
31,30,895,29.8333333333,0.48340944794
32,30,1347,44.9,0.402830681871
33,30,2334,77.8,0.408307936173
34,30,1221,40.7,0.367109801909
35,30,1768,58.9333333333,0.418449171833
36,30,1317,43.9,0.409009221015
37,30,1931,64.3666666667,0.380614019381
38,30,1498,49.9333333333,0.414201802574
39,30,2347,78.2333333333,0.405367023023
40,30,1091,36.3666666667,0.434718166189
41,30,1346,44.8666666667,0.42420720215
42,30,1886,62.8666666667,0.388231306467
43,30,1670,55.6666666667,0.407693782966
44,30,1086,36.2,0.456168547031
45,30,1893,63.1,0.422906819498
46,30,2669,88.9666666667,0.411314575751
47,30,2502,83.4,0.377461358812
48,30,2324,77.4666666667,0.388946005083
49,30,2608,86.9333333333,0.405408617193
50,30,2219,73.9666666667,0.367511375407
51,30,2204,73.4666666667,0.414511207184
52,30,2445,81.5,0.398162420904
53,30,3186,106.2,0.395759324101
54,30,2340,78.0,0.421722686887
55,30,2727,90.9,0.40852727701
56,30,1206,40.2,0.417836781004
57,30,2704,90.1333333333,0.392504636995
58,30,3094,103.133333333,0.391270859446
59,30,1576,52.5333333333,0.42105559079
60,30,3820,127.333333333,0.432970280205
61,30,1579,52.6333333333,0.412106805108
62,30,2498,83.2666666667,0.428591721598
63,30,2913,97.1,0.38636950626
64,30,1307,43.5666666667,0.5646834186
65,30,2898,96.6,0.440696842996
66,30,4183,139.433333333,0.39190888688
67,30,3856,128.533333333,0.400196622903
68,30,3860,128.666666667,0.414399112258
69,30,2718,90.6,0.421172694252
70,30,1889,62.9666666667,0.361646049786
71,30,545,18.1666666667,0.424513756037
72,30,4014,133.8,0.367963421801
73,30,5354,178.466666667,0.444668225702
74,30,3820,127.333333333,0.386228910573
75,30,3155,105.166666667,0.429790406935
76,30,2872,95.7333333333,0.419123827377
77,30,4336,144.533333333,0.404692406794
78,30,3744,124.8,0.412647729376
79,30,2514,83.8,0.414191535348
80,30,3558,118.6,0.392141614328
81,30,3017,100.566666667,0.421408724375
82,30,3198,106.6,0.392409042916
83,30,3907,130.233333333,0.424315699236
84,30,3503,116.766666667,0.412580426442
85,30,3950,131.666666667,0.430672846846
86,30,3852,128.4,0.402966400748
87,30,2841,94.7,0.418540090825
88,30,3792,126.4,0.394059837051
89,30,3229,107.633333333,0.416791880634
90,30,2763,92.1,0.390510192541
91,30,4130,137.666666667,0.427822433971
92,30,3986,132.866666667,0.386331911739
93,30,3976,132.533333333,0.394676772961
94,30,4027,134.233333333,0.406274721418
95,30,2715,90.5,0.427430776171
96,30,2420,80.6666666667,0.402678095913
97,30,1797,59.9,0.418815813689
98,30,2965,98.8333333333,0.400552724032
99,30,3487,116.233333333,0.363911573067
100,30,5312,177.066666667,0.390360380942
