epoch,num_episodes,total_reward,reward_per_epoch,mean_q
115,102,15040,147.450980392,4.73158900268
116,67,19124,285.432835821,4.5906451913
117,68,18589,273.367647059,4.53876569614
118,60,21816,363.6,4.9234160243
119,102,19330,189.509803922,4.85399357557
120,76,21465,282.434210526,4.8864984221
121,73,19236,263.506849315,4.82954153001
122,96,17422,181.479166667,4.53163600683
123,73,22198,304.082191781,4.57225015052
124,72,20228,280.944444444,4.74973087564
125,105,13862,132.019047619,4.41803840816
126,76,19755,259.934210526,4.39260503486
127,74,20063,271.121621622,4.47396372758
128,82,22511,274.524390244,4.37823354617
129,64,19577,305.890625,4.54193121217
130,92,20691,224.902173913,4.56970593438
131,134,12703,94.7985074627,4.61423326157
132,69,20932,303.362318841,4.62174559481
133,72,20893,290.180555556,4.37558477029
134,99,18451,186.373737374,4.48794944309
135,81,23390,288.765432099,4.34956685208
136,95,19106,201.115789474,4.846651159
137,96,20773,216.385416667,4.69768511094
138,79,22781,288.367088608,4.37860936642
139,120,22015,183.458333333,4.36248010173
140,99,19896,200.96969697,4.57439754479
141,105,17480,166.476190476,4.5589534501
142,64,23002,359.40625,4.50340894982
143,86,19334,224.813953488,4.59940914378
144,63,20369,323.317460317,4.59971452788
145,80,21708,271.35,4.50859782018
146,101,18698,185.128712871,4.78443809614
147,63,20475,325.0,4.56018680587
148,64,19498,304.65625,4.61272150524
149,101,17617,174.425742574,4.63329231523
150,121,12826,106.0,4.75166198798
151,64,21878,341.84375,4.49047910169
152,71,20394,287.23943662,4.52100472935
153,79,17279,218.721518987,4.5264063517
154,93,18729,201.387096774,4.44542657569
155,69,20583,298.304347826,4.56368225805
156,84,22364,266.238095238,4.5518570669
157,83,19758,238.048192771,4.43315008029
158,87,22484,258.436781609,4.43050862253
159,72,18282,253.916666667,4.71748587973
160,78,23686,303.666666667,4.60927201904
161,94,19106,203.255319149,4.75487082481
162,74,23276,314.540540541,4.79827007025
163,137,14578,106.408759124,4.93762105145
164,95,22135,233.0,4.66642402552
165,67,19922,297.343283582,4.60605345972
166,97,15822,163.113402062,4.68634046435
167,72,21767,302.319444444,4.7282107386
168,71,23163,326.23943662,4.61160825387
169,76,22858,300.763157895,4.78802710146
170,92,19636,213.434782609,4.78165702917
171,99,19911,201.121212121,4.7835661459
172,107,18618,174.0,4.75751674816
173,77,18806,244.233766234,4.78653661735
174,86,19722,229.325581395,4.70131133378
175,100,22379,223.79,4.71908738196
176,77,23099,299.987012987,4.6977309151
177,64,20036,313.0625,4.78077634752
178,57,20575,360.964912281,4.63789726913
179,75,19462,259.493333333,4.83497862555
180,74,23998,324.297297297,4.92655597843
181,71,22644,318.929577465,4.90520611942
182,82,26036,317.512195122,5.08938600175
183,92,19532,212.304347826,5.00553372271
184,85,21070,247.882352941,5.0687881805
185,82,21038,256.56097561,4.92425441206
186,61,20306,332.885245902,4.77728979304
187,89,18285,205.449438202,4.56671349414
188,67,21534,321.402985075,4.57322056696
189,88,22230,252.613636364,4.62423765928
190,85,24662,290.141176471,4.6342405913
191,69,21152,306.550724638,4.74382095322
192,87,24934,286.597701149,4.73699371777
193,96,21421,223.135416667,4.61639623836
194,83,20294,244.506024096,4.72241576724
195,85,26013,306.035294118,4.6257724829
196,101,23298,230.673267327,4.76407877132
197,130,14299,109.992307692,4.84592053704
198,67,22580,337.014925373,5.0635083425
199,74,24499,331.067567568,5.22292592354
200,87,16005,183.965517241,5.07381819725
