epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,224,34770,155.223214286,1.2011775071
2,283,36090,127.526501767,1.88856839988
3,188,60760,323.191489362,2.74888280921
4,197,63470,322.182741117,3.28792707949
5,138,63765,462.065217391,4.11880115583
6,137,72250,527.372262774,4.63063155156
7,102,64705,634.362745098,5.18111703207
8,124,63040,508.387096774,5.49045993875
9,121,80910,668.67768595,6.20144645816
10,134,79080,590.149253731,6.59434674205
11,116,79700,687.068965517,6.791946465
12,108,78715,728.842592593,7.05293135494
13,135,83050,615.185185185,7.58977136865
14,126,84550,671.031746032,7.87565620426
15,109,78370,718.990825688,7.84855249763
16,124,88545,714.072580645,8.2619202207
17,112,84865,757.723214286,8.55248543561
18,121,80250,663.223140496,8.70719791092
19,130,83010,638.538461538,8.8518967855
20,130,87625,674.038461538,8.94949741356
21,124,86540,697.903225806,8.7915876314
22,111,90555,815.810810811,9.06527172334
23,114,83385,731.447368421,9.10284778439
24,122,88100,722.131147541,8.83490165912
25,120,90740,756.166666667,8.87939502344
26,109,88150,808.71559633,9.14433312565
27,124,91335,736.572580645,9.35172645658
28,101,90360,894.653465347,9.43973612726
29,100,75550,755.5,9.64638909571
30,110,87245,793.136363636,9.66406645887
31,84,85700,1020.23809524,9.12803803287
32,104,93465,898.701923077,9.04614184797
33,108,91345,845.787037037,8.95082712714
34,91,89050,978.571428571,9.09905034162
35,103,92700,900.0,8.98850314036
36,117,78330,669.487179487,9.16734959446
37,96,85445,890.052083333,8.95394793354
38,84,87785,1045.05952381,9.14861002564
39,88,98075,1114.48863636,8.72871888053
40,86,90920,1057.20930233,8.8421687749
41,102,90430,886.568627451,8.85451049291
42,105,87995,838.047619048,8.91888467446
43,111,95565,860.945945946,8.79049797859
44,97,95725,986.855670103,9.1416903127
45,105,89275,850.238095238,9.12386579521
46,86,94705,1101.22093023,8.82876498364
47,92,98145,1066.79347826,8.88398616008
48,93,92975,999.731182796,8.81901554935
49,95,94435,994.052631579,8.79698165566
50,91,90820,998.021978022,8.70222342379
51,85,88460,1040.70588235,8.81415512316
52,88,89830,1020.79545455,8.97865588039
53,108,87270,808.055555556,8.93518338211
54,87,93010,1069.08045977,8.81434097148
55,85,95565,1124.29411765,8.71778374568
56,97,102645,1058.19587629,8.88096980758
57,93,103475,1112.6344086,8.76004528776
58,87,97275,1118.10344828,8.74570383813
59,91,97940,1076.26373626,8.62921557084
60,92,93795,1019.51086957,8.58585628815
61,89,99825,1121.62921348,8.69855784431
62,85,93200,1096.47058824,8.66254224911
63,84,97815,1164.46428571,8.85414137498
64,97,91785,946.237113402,8.55017377056
65,82,93065,1134.93902439,8.73784136355
66,89,97065,1090.61797753,9.00838310994
67,93,99525,1070.16129032,8.92113031104
68,98,102810,1049.08163265,9.04801165257
69,91,96980,1065.71428571,9.15746180655
