epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,20,8,0.4,0
2,20,14,0.7,0
3,20,4,0.2,0
4,21,13,0.619047619048,0
5,19,13,0.684210526316,0
6,16,8,0.5,0
7,22,14,0.636363636364,0
8,18,9,0.5,0
9,20,11,0.55,0
10,21,16,0.761904761905,0
11,20,13,0.65,0
12,18,14,0.777777777778,0
13,20,10,0.5,0
14,21,12,0.571428571429,0
15,21,6,0.285714285714,0
16,20,18,0.9,0
17,21,11,0.52380952381,0
18,20,13,0.65,0
19,19,19,1.0,0
20,18,11,0.611111111111,0
21,17,12,0.705882352941,0
22,16,6,0.375,0
23,20,14,0.7,0
24,22,17,0.772727272727,0
25,23,16,0.695652173913,0
26,22,18,0.818181818182,0
27,20,17,0.85,0
28,19,13,0.684210526316,0
29,20,12,0.6,0
30,21,16,0.761904761905,0
31,21,17,0.809523809524,0
32,20,15,0.75,0
33,20,11,0.55,0
34,19,15,0.789473684211,0
35,19,15,0.789473684211,0
36,23,10,0.434782608696,0
37,22,12,0.545454545455,0
38,20,12,0.6,0
39,21,12,0.571428571429,0
40,21,17,0.809523809524,0
41,18,15,0.833333333333,0
42,19,10,0.526315789474,0
43,20,14,0.7,0
44,20,11,0.55,0
45,18,13,0.722222222222,0
46,16,7,0.4375,0
47,21,17,0.809523809524,0
48,19,13,0.684210526316,0
49,21,15,0.714285714286,0
50,20,16,0.8,0
51,21,25,1.19047619048,0
52,20,20,1.0,0
53,21,8,0.380952380952,0
54,22,14,0.636363636364,0
55,23,13,0.565217391304,0
56,18,19,1.05555555556,0
57,21,12,0.571428571429,0
58,18,13,0.722222222222,0
59,19,16,0.842105263158,0
60,20,7,0.35,0
61,20,17,0.85,0
62,18,6,0.333333333333,0
63,23,14,0.608695652174,0
64,19,19,1.0,0
65,20,10,0.5,0
66,18,21,1.16666666667,0
67,20,5,0.25,0
68,20,16,0.8,0
69,21,8,0.380952380952,0
70,20,7,0.35,0
71,21,11,0.52380952381,0
72,22,13,0.590909090909,0
73,21,5,0.238095238095,0
74,19,11,0.578947368421,0
75,18,16,0.888888888889,0
76,20,10,0.5,0
77,23,12,0.521739130435,0
78,21,13,0.619047619048,0
79,16,13,0.8125,0
80,18,8,0.444444444444,0
81,21,16,0.761904761905,0
82,21,12,0.571428571429,0
83,20,15,0.75,0
84,20,10,0.5,0
85,18,16,0.888888888889,0
86,22,15,0.681818181818,0
87,20,14,0.7,0
88,21,8,0.380952380952,0
89,20,15,0.75,0
90,20,14,0.7,0
91,21,18,0.857142857143,0
92,22,15,0.681818181818,0
93,17,8,0.470588235294,0
94,19,9,0.473684210526,0
95,20,15,0.75,0
96,19,22,1.15789473684,0
97,17,12,0.705882352941,0
98,20,13,0.65,0
99,22,19,0.863636363636,0
100,20,19,0.95,0
