epoch,num_episodes,total_reward,reward_per_epoch,mean_q
157,122,63000,516.393442623,8.5476927764
158,102,90755,889.754901961,8.50499443657
159,86,90900,1056.97674419,8.73653080391
160,101,85500,846.534653465,8.64491481971
161,99,82405,832.373737374,8.59712522404
162,100,87240,872.4,8.8232307346
163,95,91570,963.894736842,8.74908833325
164,105,90915,865.857142857,8.94837691044
165,91,98470,1082.08791209,8.91643371739
166,92,88530,962.282608696,8.93138186468
167,115,63100,548.695652174,8.97909300929
168,87,89385,1027.4137931,9.04898180324
169,87,92955,1068.44827586,9.08196923796
170,87,91325,1049.71264368,8.95096010094
171,98,83810,855.204081633,9.01758816183
172,101,88730,878.514851485,9.12580716264
173,95,101810,1071.68421053,9.15383171354
174,102,88730,869.901960784,9.25259373246
175,83,85130,1025.6626506,9.41313148907
176,123,75530,614.06504065,9.38746494775
177,99,97240,982.222222222,9.37300761633
178,98,79275,808.928571429,9.22210636577
179,96,95395,993.697916667,9.18167096638
180,106,83390,786.698113208,9.00176097862
181,96,94085,980.052083333,8.72035867181
182,91,103950,1142.30769231,8.68821446013
183,100,99215,992.15,8.85376988553
184,99,100230,1012.42424242,9.00182650095
185,109,83395,765.091743119,8.92826135813
186,97,84410,870.206185567,8.68438007171
187,94,89170,948.617021277,8.95817153704
188,84,90180,1073.57142857,9.00945591344
189,97,96830,998.24742268,9.09107577662
190,112,101825,909.151785714,9.15461324397
191,82,98495,1201.15853659,9.12757318782
192,92,80035,869.945652174,9.02946552324
193,88,80320,912.727272727,9.17641130648
194,85,87425,1028.52941176,9.27814540518
195,98,103765,1058.82653061,9.29225288806
196,100,90215,902.15,9.28187815607
197,102,89470,877.156862745,9.4009269419
198,91,85695,941.703296703,9.34470663956
199,92,100105,1088.09782609,9.41022245714
200,85,103390,1216.35294118,9.53156572644
