epoch,num_episodes,total_reward,reward_per_epoch,mean_q
118,93,21107,226.956989247,4.58316396184
119,94,17700,188.29787234,4.73022047564
120,85,20490,241.058823529,4.72960021973
121,87,21363,245.551724138,4.44777674153
122,79,23202,293.696202532,4.62989522636
123,95,21333,224.557894737,4.4028853067
124,149,13830,92.8187919463,4.38667412817
125,75,23796,317.28,4.62311152615
126,142,15423,108.612676056,4.24310102649
127,82,15728,191.804878049,4.44498146214
128,80,21357,266.9625,4.32847183213
129,94,20515,218.244680851,4.4603709089
130,83,22536,271.518072289,4.46046924859
131,81,19800,244.444444444,4.52269882187
132,94,19207,204.329787234,4.495984478
133,93,21219,228.161290323,4.41647387788
134,75,22310,297.466666667,4.51833936051
135,78,21468,275.230769231,4.42956889175
136,73,21763,298.123287671,4.33081867687
137,71,20285,285.704225352,4.27939304821
138,96,23709,246.96875,4.09329025418
139,85,18987,223.376470588,4.09609570384
140,126,12510,99.2857142857,4.14777384818
141,69,18864,273.391304348,4.50053001605
142,77,21620,280.779220779,4.40798286662
143,81,24892,307.308641975,4.40914744958
144,86,18197,211.593023256,4.23596949719
145,71,19746,278.112676056,4.3941950199
146,89,19831,222.820224719,4.32811603263
147,73,21082,288.794520548,4.601603726
148,80,19004,237.55,4.49184717365
149,114,13509,118.5,4.5522310558
150,104,17278,166.134615385,4.52694403626
151,83,20944,252.337349398,4.53438615605
152,99,22708,229.373737374,4.76979967907
153,77,25785,334.87012987,4.8199043569
154,68,22158,325.852941176,4.76838538669
155,121,15986,132.115702479,5.37650031582
156,69,21550,312.31884058,4.82743599467
157,89,18098,203.348314607,4.95826699018
158,73,21994,301.287671233,4.90760146126
159,118,13424,113.762711864,5.06406607978
160,75,19732,263.093333333,4.76185698651
161,98,16667,170.071428571,5.06599052861
162,73,23802,326.054794521,4.78241209634
163,87,19244,221.195402299,5.02689163364
164,76,22720,298.947368421,5.0579517924
165,99,23784,240.242424242,4.94991436586
166,100,20568,205.68,4.94802469172
167,84,18641,221.916666667,4.98916013911
168,73,20056,274.739726027,4.71082738578
169,85,21623,254.388235294,4.75495383404
170,81,24585,303.518518519,4.69964330703
171,69,23830,345.362318841,5.08234482229
172,78,18652,239.128205128,4.80768902458
173,70,19374,276.771428571,4.84899307176
174,84,18947,225.55952381,4.8402329573
175,80,24500,306.25,4.72549146362
176,85,25950,305.294117647,5.11662372537
177,69,19081,276.536231884,4.96621553048
178,91,20505,225.32967033,5.01478589609
179,83,24364,293.542168675,5.14558920659
180,77,21387,277.753246753,4.98440617085
181,80,26460,330.75,4.62544609614
182,90,23738,263.755555556,5.10052197739
183,79,21821,276.215189873,4.7248484733
184,72,25150,349.305555556,4.72689245343
185,78,26572,340.666666667,4.64302451298
186,99,24296,245.414141414,4.8456769491
187,78,23183,297.217948718,4.80405268624
188,81,19157,236.50617284,4.78036459602
189,85,21497,252.905882353,4.81269690312
190,69,21829,316.362318841,4.69246486656
191,97,23141,238.567010309,4.91662246957
192,88,23426,266.204545455,4.85612281859
193,78,23500,301.282051282,5.04356752329
194,81,23123,285.469135802,4.84630407408
195,79,22528,285.164556962,4.83250754207
196,86,24755,287.848837209,4.81356841914
197,80,24918,311.475,4.83855986148
198,88,25223,286.625,4.80129224516
199,87,23006,264.436781609,5.2028097295
200,75,22765,303.533333333,5.21821465202
