epoch,num_episodes,total_reward,reward_per_epoch,mean_q
80,81,18527,228.728395062,4.00683912642
81,88,21687,246.443181818,4.01725019675
82,67,20035,299.029850746,4.15957183663
83,88,18011,204.670454545,4.08818817332
84,83,20538,247.445783133,4.13970908545
85,85,12506,147.129411765,4.18098314766
86,73,20540,281.369863014,4.11621202178
87,72,17556,243.833333333,4.13519037619
88,81,20172,249.037037037,4.25295663558
89,71,18588,261.802816901,4.26806239251
90,69,20422,295.971014493,4.27778927341
91,67,22144,330.507462687,4.39151761159
92,71,20613,290.323943662,4.19853286669
93,77,18804,244.207792208,4.27029123023
94,85,17682,208.023529412,4.38773401581
95,87,20068,230.666666667,4.45535451159
96,91,17035,187.197802198,4.31568213984
97,81,21547,266.012345679,4.35505316995
98,75,22725,303.0,4.29332286909
99,75,22729,303.053333333,4.23677435063
100,69,18700,271.014492754,4.305121217
101,97,16408,169.154639175,4.3927797132
102,90,13927,154.744444444,4.14925856195
103,74,20380,275.405405405,4.36465500794
104,82,24848,303.024390244,4.24889556855
105,72,23460,325.833333333,4.14918470137
106,108,19219,177.953703704,4.40561245389
107,67,21407,319.507462687,4.43088096306
108,72,20449,284.013888889,4.46856982328
109,78,22031,282.448717949,4.54506324917
110,93,17841,191.838709677,4.51260151096
111,86,17760,206.511627907,4.30445583694
112,77,24954,324.077922078,4.30829076961
113,74,22698,306.72972973,4.31543234237
114,79,19464,246.379746835,4.28888187952
115,92,16754,182.108695652,4.56177403957
116,71,21960,309.295774648,4.52090855002
117,106,12867,121.386792453,4.44738286629
118,81,21079,260.234567901,4.48281889848
119,113,16539,146.362831858,4.49691309482
120,75,20832,277.76,4.31913592286
121,83,19032,229.301204819,4.4270326183
122,68,20388,299.823529412,4.48660519607
123,63,21008,333.46031746,4.26833270028
124,75,20926,279.013333333,4.38849190466
125,79,22474,284.481012658,4.39799244478
126,93,18156,195.225806452,4.32738258295
127,68,20225,297.426470588,4.53789484642
128,74,19064,257.621621622,4.67103174873
129,79,20178,255.417721519,4.57776429184
130,109,17821,163.495412844,4.66747623771
131,70,18936,270.514285714,4.69245716698
132,86,19579,227.662790698,4.65619141422
133,76,23130,304.342105263,4.69690558776
134,66,21096,319.636363636,4.57686833143
135,62,20588,332.064516129,4.53492378496
136,72,20487,284.541666667,4.69810031332
137,95,22972,241.810526316,4.70131334312
138,83,21493,258.951807229,4.65946040608
139,71,22898,322.507042254,4.70720843121
140,96,18715,194.947916667,4.81208086535
141,80,24627,307.8375,4.7101032652
142,69,19410,281.304347826,4.75052015744
143,78,21237,272.269230769,4.89568027005
144,154,19485,126.525974026,4.78262819089
145,73,20986,287.479452055,4.80009690061
146,58,19683,339.362068966,4.86365316108
147,76,17605,231.644736842,4.74010246925
148,76,21375,281.25,4.76750485599
149,79,21112,267.240506329,4.75108559959
150,82,23116,281.902439024,4.74775445051
151,68,21440,315.294117647,4.62588435285
152,70,20199,288.557142857,4.67765523888
153,94,18520,197.021276596,4.91387293436
154,97,21893,225.701030928,5.01182991482
155,85,18618,219.035294118,4.69996433698
156,69,18659,270.420289855,4.69307983235
157,65,19185,295.153846154,4.82456634216
158,82,22129,269.865853659,4.74290865302
159,66,22555,341.742424242,4.79678622067
